persistentID,persistentArtist,persistentAlbum,persistentGenre,dateID,Song Title,Album Artist,Album,Genre,Date,Plays (as of date),Skips (as of date),Scrobbles,Length,Date Relaesed,Date Added
2.34E+18,5.64E+18,1.52E+19,5.71E+18,1632451548,The a Team,Ed Sheeran,+,Singer/Songwriter,"Sep 23, 2021 at 10:45:47 PM",3,2,6913749,258,2/7/2010,8/13/2021
2.34E+18,5.64E+18,1.52E+19,5.71E+18,1646204402,The a Team,Ed Sheeran,+,Singer/Songwriter,"Mar 2, 2022 at 2:00:02 AM",3,3,6913749,258,2/7/2010,8/13/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1632451548,A-un,Polkadot Stingray,Nanimono,Rock,"Sep 23, 2021 at 10:45:47 PM",8,2,1848,259,9/20/2019,4/23/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1632727801,A-un,Polkadot Stingray,Nanimono,Rock,"Sep 27, 2021 at 3:30:01 AM",8,3,1848,259,9/20/2019,4/23/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1632987004,A-un,Polkadot Stingray,Nanimono,Rock,"Sep 30, 2021 at 3:30:03 AM",9,3,1848,259,9/20/2019,4/23/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1633505402,A-un,Polkadot Stingray,Nanimono,Rock,"Oct 6, 2021 at 3:30:02 AM",10,3,1848,259,9/20/2019,4/23/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1637827066,A-un,Polkadot Stingray,Nanimono,Rock,"Nov 25, 2021 at 2:57:46 AM",11,3,1848,259,9/20/2019,4/23/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1638693002,A-un,Polkadot Stingray,Nanimono,Rock,"Dec 5, 2021 at 3:30:02 AM",12,3,1848,259,9/20/2019,4/23/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1639623608,A-un,Polkadot Stingray,Nanimono,Rock,"Dec 15, 2021 at 10:00:08 PM",13,3,1848,259,9/20/2019,4/23/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1641285516,A-un,Polkadot Stingray,Nanimono,Rock,"Jan 4, 2022 at 3:38:36 AM",14,3,1848,259,9/20/2019,4/23/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1648971002,A-un,Polkadot Stingray,Nanimono,Rock,"Apr 3, 2022 at 3:30:01 AM",15,3,1848,259,9/20/2019,4/23/2021
2.34E+18,1.75E+18,1.07E+19,1.67E+19,1650871802,A-un,Polkadot Stingray,Nanimono,Rock,"Apr 25, 2022 at 3:30:01 AM",16,3,1848,259,9/20/2019,4/23/2021
5.64E+18,4.77E+18,1.53E+18,1.74E+19,1632451548,"Aaron Burr, Sir",Lin-Manuel Miranda,Hamilton: An American Musical (Original Broadway Cast Recording),Soundtrack,"Sep 23, 2021 at 10:45:47 PM",7,0,#N/A,157,9/25/2015,3/26/2020
5.64E+18,4.77E+18,1.53E+18,1.74E+19,1636705802,"Aaron Burr, Sir",Lin-Manuel Miranda,Hamilton: An American Musical (Original Broadway Cast Recording),Soundtrack,"Nov 12, 2021 at 3:30:01 AM",7,1,#N/A,157,9/25/2015,3/26/2020
5.64E+18,4.77E+18,1.53E+18,1.74E+19,1644136201,"Aaron Burr, Sir",Lin-Manuel Miranda,Hamilton: An American Musical (Original Broadway Cast Recording),Soundtrack,"Feb 6, 2022 at 3:30:01 AM",8,1,#N/A,157,9/25/2015,3/26/2020
2.34E+18,1.71E+19,1.53E+19,1.10E+18,1632451548,Acapella,Karmin,Pulses,Pop,"Sep 23, 2021 at 10:45:47 PM",8,5,527270,199,7/9/2013,3/9/2020
2.34E+18,1.71E+19,1.53E+19,1.10E+18,1648194743,Acapella,Karmin,Pulses,Pop,"Mar 25, 2022 at 3:52:23 AM",9,5,527270,199,7/9/2013,3/9/2020
2.34E+18,1.71E+19,1.53E+19,1.10E+18,1649748601,Acapella,Karmin,Pulses,Pop,"Apr 12, 2022 at 3:30:01 AM",10,5,527270,199,7/9/2013,3/9/2020
2.34E+18,1.71E+19,1.53E+19,1.10E+18,1654759801,Acapella,Karmin,Pulses,Pop,"Jun 9, 2022 at 3:30:01 AM",11,5,527270,199,7/9/2013,3/9/2020
2.34E+18,3.62E+18,1.28E+19,1.10E+18,1632451548,Accidentally In Love,Counting Crows,Films About Ghosts: The Best Of...,Pop,"Sep 23, 2021 at 10:45:47 PM",8,4,3083342,189,5/11/2004,3/2/2020
2.34E+18,3.62E+18,1.28E+19,1.10E+18,1634628604,Accidentally In Love,Counting Crows,Films About Ghosts: The Best Of...,Pop,"Oct 19, 2021 at 3:30:03 AM",9,4,3083342,189,5/11/2004,3/2/2020
2.34E+18,3.62E+18,1.28E+19,1.10E+18,1644309003,Accidentally In Love,Counting Crows,Films About Ghosts: The Best Of...,Pop,"Feb 8, 2022 at 3:30:02 AM",9,5,3083342,189,5/11/2004,3/2/2020
2.34E+18,3.62E+18,1.28E+19,1.10E+18,1645000204,Accidentally In Love,Counting Crows,Films About Ghosts: The Best Of...,Pop,"Feb 16, 2022 at 3:30:04 AM",10,5,3083342,189,5/11/2004,3/2/2020
8.89E+18,1.21E+19,7.37E+18,1.52E+19,1650120293,Achy Breaky Heart,Billy Ray Cyrus,Some Gave All,Country,"Apr 16, 2022 at 10:44:52 AM",0,0,707398,203,3/1/1992,4/17/2022
8.89E+18,1.21E+19,7.37E+18,1.52E+19,1650785404,Achy Breaky Heart,Billy Ray Cyrus,Some Gave All,Country,"Apr 24, 2022 at 3:30:03 AM",1,1,707398,203,3/1/1992,4/17/2022
8.89E+18,1.21E+19,7.37E+18,1.52E+19,1651131005,Achy Breaky Heart,Billy Ray Cyrus,Some Gave All,Country,"Apr 28, 2022 at 3:30:05 AM",2,1,707398,203,3/1/1992,4/17/2022
8.89E+18,1.21E+19,7.37E+18,1.52E+19,1653031802,Achy Breaky Heart,Billy Ray Cyrus,Some Gave All,Country,"May 20, 2022 at 3:30:02 AM",3,1,707398,203,3/1/1992,4/17/2022
2.34E+18,4.77E+18,1.53E+18,1.74E+19,1632451548,The Adams Administration,"Lin-Manuel Miranda, Leslie Odom, Jr., Phillipa Soo, Daveed Diggs & Christopher Jackson",Hamilton: An American Musical (Original Broadway Cast Recording),Soundtrack,"Sep 23, 2021 at 10:45:47 PM",3,1,#N/A,55,9/25/2015,3/26/2020
2.34E+18,1.18E+19,1.65E+19,1.74E+19,1650094202,The Adams Administration,"Lin-Manuel Miranda, Leslie Odom, Jr., Phillipa Soo, Daveed Diggs & Christopher Jackson",Hamilton: An American Musical (Original Broadway Cast Recording),Soundtrack,"Apr 16, 2022 at 3:30:02 AM",3,1,#N/A,55,9/25/2015,3/26/2020
2.34E+18,1.26E+19,5.64E+18,1.10E+18,1632451548,Addicted,Kelly Clarkson,Breakaway,Pop,"Sep 23, 2021 at 10:45:47 PM",3,4,1234568,237,11/30/2004,3/2/2020
2.34E+18,1.26E+19,5.64E+18,1.10E+18,1650699004,Addicted,Kelly Clarkson,Breakaway,Pop,"Apr 23, 2022 at 3:30:04 AM",4,4,1234568,237,11/30/2004,3/2/2020
2.34E+18,9.82E+18,8.60E+18,1.67E+19,1632451548,Africa,Toto,Toto IV,Rock,"Sep 23, 2021 at 10:45:47 PM",0,4,9893847,295,4/8/1982,3/18/2020
2.34E+18,9.82E+18,8.60E+18,1.67E+19,1632641401,Africa,Toto,Toto IV,Rock,"Sep 26, 2021 at 3:30:01 AM",0,5,9893847,295,4/8/1982,3/18/2020
2.34E+18,9.82E+18,8.60E+18,1.67E+19,1644827403,Africa,Toto,Toto IV,Rock,"Feb 14, 2022 at 3:30:02 AM",1,5,9893847,295,4/8/1982,3/18/2020
2.34E+18,4.42E+18,1.46E+19,1.10E+18,1632451548,Afterglow,Taylor Swift,Lover,Pop,"Sep 23, 2021 at 10:45:47 PM",13,0,5003000,223,8/23/2019,3/2/2020
2.34E+18,4.42E+18,1.46E+19,1.10E+18,1648884602,Afterglow,Taylor Swift,Lover,Pop,"Apr 2, 2022 at 3:30:01 AM",14,0,5003000,223,8/23/2019,3/2/2020
2.34E+18,4.42E+18,1.46E+19,1.10E+18,1648971002,Afterglow,Taylor Swift,Lover,Pop,"Apr 3, 2022 at 3:30:01 AM",15,0,5003000,223,8/23/2019,3/2/2020
5.64E+18,1.75E+18,2.90E+18,1.10E+18,1632451548,Agenda,Emma Blackery,Villains,Pop,"Sep 23, 2021 at 10:45:47 PM",7,2,35652,196,8/31/2018,4/29/2020
5.64E+18,1.75E+18,2.90E+18,1.10E+18,1638693002,Agenda,Emma Blackery,Villains,Pop,"Dec 5, 2021 at 3:30:02 AM",7,3,35652,196,8/31/2018,4/29/2020
5.64E+18,1.75E+18,2.90E+18,1.10E+18,1654408802,Agenda,Emma Blackery,Villains,Pop,"Jun 5, 2022 at 2:00:01 AM",8,3,35652,196,8/31/2018,4/29/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1632451548,Ain't It Fun,Paramore,Paramore,Alternative,"Sep 23, 2021 at 10:45:47 PM",16,1,5276562,297,4/5/2013,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1636097404,Ain't It Fun,Paramore,Paramore,Alternative,"Nov 5, 2021 at 3:30:03 AM",16,2,5276562,297,4/5/2013,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1637656202,Ain't It Fun,Paramore,Paramore,Alternative,"Nov 23, 2021 at 3:30:01 AM",17,2,5276562,297,4/5/2013,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1644395402,Ain't It Fun,Paramore,Paramore,Alternative,"Feb 9, 2022 at 3:30:02 AM",18,2,5276562,297,4/5/2013,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1646901002,Ain't It Fun,Paramore,Paramore,Alternative,"Mar 10, 2022 at 3:30:01 AM",19,2,5276562,297,4/5/2013,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1649143803,Ain't It Fun,Paramore,Paramore,Alternative,"Apr 5, 2022 at 3:30:03 AM",20,2,5276562,297,4/5/2013,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1651822202,Ain't It Fun,Paramore,Paramore,Alternative,"May 6, 2022 at 3:30:02 AM",20,3,5276562,297,4/5/2013,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1652167803,Ain't It Fun,Paramore,Paramore,Alternative,"May 10, 2022 at 3:30:03 AM",21,3,5276562,297,4/5/2013,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1632451548,Ain't It Fun (Live at Red Rocks),Paramore,Paramore,Alternative,"Sep 23, 2021 at 10:45:47 PM",2,1,15506,370,11/24/2014,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1634628604,Ain't It Fun (Live at Red Rocks),Paramore,Paramore,Alternative,"Oct 19, 2021 at 3:30:03 AM",2,2,15506,370,11/24/2014,3/3/2020
2.34E+18,1.12E+19,1.46E+18,5.13E+18,1639038603,Ain't It Fun (Live at Red Rocks),Paramore,Paramore,Alternative,"Dec 9, 2021 at 3:30:03 AM",2,4,15506,370,11/24/2014,3/3/2020
2.34E+18,9.82E+18,3.12E+18,1.67E+19,1632451548,Ain't No Crime,Billy Joel,Piano Man,Rock,"Sep 23, 2021 at 10:45:47 PM",17,3,87045,199,11/9/1973,3/2/2020
2.34E+18,9.82E+18,3.12E+18,1.67E+19,1644481803,Ain't No Crime,Billy Joel,Piano Man,Rock,"Feb 10, 2022 at 3:30:03 AM",18,3,87045,199,11/9/1973,3/2/2020
2.34E+18,9.82E+18,3.12E+18,1.67E+19,1650439802,Ain't No Crime,Billy Joel,Piano Man,Rock,"Apr 20, 2022 at 3:30:02 AM",19,3,87045,199,11/9/1973,3/2/2020
2.34E+18,1.71E+19,1.04E+19,1.62E+19,1632451548,Airplanes (feat. Hayley Williams of Paramore),B.o.B,B.o.B Presents: The Adventures of Bobby Ray (Deluxe),Hip-Hop/Rap,"Sep 23, 2021 at 10:45:47 PM",8,0,#N/A,181,4/13/2010,3/2/2020
2.34E+18,1.71E+19,1.04E+19,1.62E+19,1634882402,Airplanes (feat. Hayley Williams of Paramore),B.o.B,B.o.B Presents: The Adventures of Bobby Ray (Deluxe),Hip-Hop/Rap,"Oct 22, 2021 at 2:00:01 AM",8,1,#N/A,181,4/13/2010,3/2/2020
2.34E+18,1.71E+19,1.04E+19,1.62E+19,1635665401,Airplanes (feat. Hayley Williams of Paramore),B.o.B,B.o.B Presents: The Adventures of Bobby Ray (Deluxe),Hip-Hop/Rap,"Oct 31, 2021 at 3:30:01 AM",8,2,#N/A,181,4/13/2010,3/2/2020
2.34E+18,1.71E+19,1.04E+19,1.62E+19,1653377404,Airplanes (feat. Hayley Williams of Paramore),B.o.B,B.o.B Presents: The Adventures of Bobby Ray (Deluxe),Hip-Hop/Rap,"May 24, 2022 at 3:30:03 AM",9,2,#N/A,181,4/13/2010,3/2/2020
5.64E+18,5.24E+17,1.31E+19,1.52E+19,1632451548,Alcohol,Brad Paisley,Time Well Wasted,Country,"Sep 23, 2021 at 10:45:47 PM",2,6,398180,292,8/16/2005,3/2/2020
5.64E+18,5.24E+17,1.31E+19,1.52E+19,1635406202,Alcohol,Brad Paisley,Time Well Wasted,Country,"Oct 28, 2021 at 3:30:01 AM",2,7,398180,292,8/16/2005,3/2/2020
5.64E+18,5.24E+17,1.31E+19,1.52E+19,1644913864,Alcohol,Brad Paisley,Time Well Wasted,Country,"Feb 15, 2022 at 3:31:04 AM",2,8,398180,292,8/16/2005,3/2/2020
5.64E+18,5.24E+17,1.31E+19,1.52E+19,1647675003,Alcohol,Brad Paisley,Time Well Wasted,Country,"Mar 19, 2022 at 3:30:03 AM",3,8,398180,292,8/16/2005,3/2/2020
5.64E+18,5.24E+17,1.31E+19,1.52E+19,1649489403,Alcohol,Brad Paisley,Time Well Wasted,Country,"Apr 9, 2022 at 3:30:03 AM",3,9,398180,292,8/16/2005,3/2/2020
5.64E+18,5.24E+17,1.31E+19,1.52E+19,1649662203,Alcohol,Brad Paisley,Time Well Wasted,Country,"Apr 11, 2022 at 3:30:02 AM",3,10,398180,292,8/16/2005,3/2/2020
5.64E+18,5.24E+17,1.31E+19,1.52E+19,1651131005,Alcohol,Brad Paisley,Time Well Wasted,Country,"Apr 28, 2022 at 3:30:05 AM",4,10,398180,292,8/16/2005,3/2/2020
2.34E+18,4.78E+18,1.26E+19,1.10E+18,1632451548,Alejandro,Lady Gaga,The Fame Monster (Deluxe Edition),Pop,"Sep 23, 2021 at 10:45:47 PM",0,7,11584672,275,11/18/2009,3/10/2020
2.34E+18,4.77E+18,1.53E+18,1.74E+19,1632451548,Alexander Hamilton,"Lin-Manuel Miranda, Leslie Odom, Jr., Phillipa Soo, Daveed Diggs & Christopher Jackson",Hamilton: An American Musical (Original Broadway Cast Recording),Soundtrack,"Sep 23, 2021 at 10:45:47 PM",3,2,#N/A,237,9/25/2015,3/26/2020
2.34E+18,1.18E+19,1.65E+19,1.74E+19,1644136201,Alexander Hamilton,"Lin-Manuel Miranda, Leslie Odom, Jr., Phillipa Soo, Daveed Diggs & Christopher Jackson",Hamilton: An American Musical (Original Broadway Cast Recording),Soundtrack,"Feb 6, 2022 at 3:30:01 AM",4,2,#N/A,237,9/25/2015,3/26/2020
2.34E+18,1.17E+19,1.34E+19,1.10E+18,1632451548,Alice (Extended Version),Avril Lavigne,Goodbye Lullaby (Expanded Edition),Pop,"Sep 23, 2021 at 10:45:47 PM",21,3,325728,301,3/2/2011,3/2/2020
2.34E+18,1.17E+19,1.34E+19,1.10E+18,1648194743,Alice (Extended Version),Avril Lavigne,Goodbye Lullaby (Expanded Edition),Pop,"Mar 25, 2022 at 3:52:23 AM",21,4,325728,301,3/2/2011,3/2/2020
2.34E+18,1.17E+19,1.34E+19,1.10E+18,1649316603,Alice (Extended Version),Avril Lavigne,Goodbye Lullaby (Expanded Edition),Pop,"Apr 7, 2022 at 3:30:03 AM",22,4,325728,301,3/2/2011,3/2/2020
2.34E+18,1.17E+19,1.34E+19,1.10E+18,1650439802,Alice (Extended Version),Avril Lavigne,Goodbye Lullaby (Expanded Edition),Pop,"Apr 20, 2022 at 3:30:02 AM",23,4,325728,301,3/2/2011,3/2/2020
2.34E+18,1.17E+19,1.34E+19,1.10E+18,1652255481,Alice (Extended Version),Avril Lavigne,Goodbye Lullaby (Expanded Edition),Pop,"May 11, 2022 at 3:51:20 AM",25,4,325728,301,3/2/2011,3/2/2020
2.34E+18,9.82E+18,1.21E+19,1.67E+19,1632451548,All About Soul,Billy Joel,River of Dreams,Rock,"Sep 23, 2021 at 10:45:47 PM",2,2,128509,360,8/10/1993,3/2/2020
2.34E+18,9.82E+18,1.21E+19,1.67E+19,1636619402,All About Soul,Billy Joel,River of Dreams,Rock,"Nov 11, 2021 at 3:30:01 AM",3,2,128509,360,8/10/1993,3/2/2020
2.34E+18,8.60E+18,1.26E+19,1.10E+18,1632451548,All About That Bass,Meghan Trainor,Title (Deluxe Edition),Pop,"Sep 23, 2021 at 10:45:47 PM",4,0,3563417,191,6/30/2014,3/12/2020
6.18E+18,4.06E+18,1.32E+18,5.13E+18,1651372742,All Comes Crashing,Metric,All Comes Crashing - Single,Alternative,"Apr 30, 2022 at 10:39:01 PM",0,0,128762,263,4/28/2022,5/1/2022
6.18E+18,4.06E+18,1.32E+18,5.13E+18,1651476707,All Comes Crashing,Metric,All Comes Crashing - Single,Alternative,"May 2, 2022 at 3:31:47 AM",1,0,128762,263,4/28/2022,5/1/2022
2.34E+18,9.82E+18,1.45E+19,1.67E+19,1632451548,All for Leyna,Billy Joel,Glass Houses,Rock,"Sep 23, 2021 at 10:45:47 PM",6,1,208350,253,3/10/1980,3/2/2020
2.34E+18,9.82E+18,1.45E+19,1.67E+19,1636185377,All for Leyna,Billy Joel,Glass Houses,Rock,"Nov 6, 2021 at 3:56:17 AM",7,1,208350,253,3/10/1980,3/2/2020
2.34E+18,9.82E+18,1.45E+19,1.67E+19,1637656202,All for Leyna,Billy Joel,Glass Houses,Rock,"Nov 23, 2021 at 3:30:01 AM",8,1,208350,253,3/10/1980,3/2/2020
2.34E+18,9.82E+18,1.45E+19,1.67E+19,1648107550,All for Leyna,Billy Joel,Glass Houses,Rock,"Mar 24, 2022 at 3:39:10 AM",8,2,208350,253,3/10/1980,3/2/2020
2.34E+18,9.82E+18,1.45E+19,1.67E+19,1649662203,All for Leyna,Billy Joel,Glass Houses,Rock,"Apr 11, 2022 at 3:30:02 AM",9,2,208350,253,3/10/1980,3/2/2020
2.34E+18,1.27E+19,1.75E+19,1.52E+19,1632451548,All for Love,Lady A,Golden (Deluxe Edition),Country,"Sep 23, 2021 at 10:45:47 PM",8,3,#N/A,197,1/1/2013,3/10/2020
2.34E+18,1.27E+19,1.75E+19,1.52E+19,1632987004,All for Love,Lady A,Golden (Deluxe Edition),Country,"Sep 30, 2021 at 3:30:03 AM",8,4,#N/A,197,1/1/2013,3/10/2020
2.34E+18,1.27E+19,1.75E+19,1.52E+19,1634715003,All for Love,Lady A,Golden (Deluxe Edition),Country,"Oct 20, 2021 at 3:30:02 AM",9,4,#N/A,197,1/1/2013,3/10/2020
2.34E+18,1.27E+19,1.75E+19,1.52E+19,1636705802,All for Love,Lady A,Golden (Deluxe Edition),Country,"Nov 12, 2021 at 3:30:01 AM",9,5,#N/A,197,1/1/2013,3/10/2020
2.34E+18,1.27E+19,1.75E+19,1.52E+19,1649316603,All for Love,Lady A,Golden (Deluxe Edition),Country,"Apr 7, 2022 at 3:30:03 AM",10,5,#N/A,197,1/1/2013,3/10/2020
2.34E+18,8.13E+17,1.17E+19,1.10E+18,1632451548,All I Ask,Adele,25,Pop,"Sep 23, 2021 at 10:45:47 PM",2,1,2675546,272,11/20/2015,3/1/2020
2.34E+18,8.13E+17,1.17E+19,1.10E+18,1652340604,All I Ask,Adele,25,Pop,"May 12, 2022 at 3:30:03 AM",3,1,2675546,272,11/20/2015,3/1/2020
2.34E+18,1.26E+19,8.67E+18,1.10E+18,1632451548,All I Ever Wanted,Kelly Clarkson,All I Ever Wanted,Pop,"Sep 23, 2021 at 10:45:47 PM",5,0,693297,239,3/6/2009,3/2/2020
2.34E+18,1.26E+19,8.67E+18,1.10E+18,1632900602,All I Ever Wanted,Kelly Clarkson,All I Ever Wanted,Pop,"Sep 29, 2021 at 3:30:02 AM",6,0,693297,239,3/6/2009,3/2/2020
2.34E+18,1.26E+19,8.67E+18,1.10E+18,1633591802,All I Ever Wanted,Kelly Clarkson,All I Ever Wanted,Pop,"Oct 7, 2021 at 3:30:02 AM",6,1,693297,239,3/6/2009,3/2/2020
2.34E+18,1.26E+19,8.67E+18,1.10E+18,1642235402,All I Ever Wanted,Kelly Clarkson,All I Ever Wanted,Pop,"Jan 15, 2022 at 3:30:02 AM",7,1,693297,239,3/6/2009,3/2/2020
2.34E+18,1.26E+19,8.67E+18,1.10E+18,1651644002,All I Ever Wanted,Kelly Clarkson,All I Ever Wanted,Pop,"May 4, 2022 at 2:00:01 AM",7,2,693297,239,3/6/2009,3/2/2020
2.34E+18,6.22E+18,1.20E+19,1.67E+19,1632451548,All I Need,Matchbox Twenty,More Than You Think You Are (Deluxe Version),Rock,"Sep 23, 2021 at 10:45:47 PM",2,4,274526,221,11/19/2002,3/4/2020
2.34E+18,6.22E+18,1.20E+19,1.67E+19,1643704201,All I Need,Matchbox Twenty,More Than You Think You Are (Deluxe Version),Rock,"Feb 1, 2022 at 3:30:01 AM",3,4,274526,221,11/19/2002,3/4/2020
2.34E+18,1.21E+19,8.52E+18,5.13E+18,1632451548,All I Really Want,Alanis Morissette,Jagged Little Pill (Remastered),Alternative,"Sep 23, 2021 at 10:45:47 PM",18,6,1184780,283,6/13/1995,3/1/2020
2.34E+18,1.21E+19,8.52E+18,5.13E+18,1634628604,All I Really Want,Alanis Morissette,Jagged Little Pill (Remastered),Alternative,"Oct 19, 2021 at 3:30:03 AM",19,6,1184780,283,6/13/1995,3/1/2020
2.34E+18,1.21E+19,8.52E+18,5.13E+18,1637224201,All I Really Want,Alanis Morissette,Jagged Little Pill (Remastered),Alternative,"Nov 18, 2021 at 3:30:00 AM",20,6,1184780,283,6/13/1995,3/1/2020
2.34E+18,1.21E+19,8.52E+18,5.13E+18,1640574014,All I Really Want,Alanis Morissette,Jagged Little Pill (Remastered),Alternative,"Dec 26, 2021 at 10:00:13 PM",21,6,1184780,283,6/13/1995,3/1/2020
2.34E+18,1.21E+19,8.52E+18,5.13E+18,1641803401,All I Really Want,Alanis Morissette,Jagged Little Pill (Remastered),Alternative,"Jan 10, 2022 at 3:30:00 AM",22,6,1184780,283,6/13/1995,3/1/2020
2.34E+18,1.21E+19,8.52E+18,5.13E+18,1649662203,All I Really Want,Alanis Morissette,Jagged Little Pill (Remastered),Alternative,"Apr 11, 2022 at 3:30:02 AM",22,7,1184780,283,6/13/1995,3/1/2020
2.34E+18,1.21E+19,8.52E+18,5.13E+18,1650612607,All I Really Want,Alanis Morissette,Jagged Little Pill (Remastered),Alternative,"Apr 22, 2022 at 3:30:07 AM",23,7,1184780,283,6/13/1995,3/1/2020
2.34E+18,1.81E+19,1.22E+19,1.46E+19,1632451548,All I Seem to Do,Rachel Platten,Be Here,Folk,"Sep 23, 2021 at 10:45:47 PM",15,0,12736,170,1/0/1900,3/3/2020
2.34E+18,1.81E+19,1.22E+19,1.46E+19,1632641401,All I Seem to Do,Rachel Platten,Be Here,Folk,"Sep 26, 2021 at 3:30:01 AM",16,0,12736,170,1/0/1900,3/3/2020
2.34E+18,1.43E+19,1.76E+19,1.10E+18,1632451548,All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,Pop,"Sep 23, 2021 at 10:45:47 PM",1,0,1542511,272,8/3/1993,7/25/2021
2.34E+18,1.43E+19,1.76E+19,1.10E+18,1633505402,All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,Pop,"Oct 6, 2021 at 3:30:02 AM",1,1,1542511,272,8/3/1993,7/25/2021
2.34E+18,1.43E+19,1.76E+19,1.10E+18,1638261006,All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,Pop,"Nov 30, 2021 at 3:30:06 AM",2,1,1542511,272,8/3/1993,7/25/2021
2.34E+18,1.43E+19,1.76E+19,1.10E+18,1644741002,All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,Pop,"Feb 13, 2022 at 3:30:02 AM",3,1,1542511,272,8/3/1993,7/25/2021
2.34E+18,1.43E+19,1.76E+19,1.10E+18,1645173005,All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,Pop,"Feb 18, 2022 at 3:30:04 AM",4,1,1542511,272,8/3/1993,7/25/2021
2.34E+18,1.43E+19,1.76E+19,1.10E+18,1646987403,All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,Pop,"Mar 11, 2022 at 3:30:02 AM",5,1,1542511,272,8/3/1993,7/25/2021
2.34E+18,2.76E+18,9.46E+18,1.52E+19,1632451548,All I Want to Do,Sugarland,Love On the Inside,Country,"Sep 23, 2021 at 10:45:47 PM",12,1,308726,213,5/19/2008,3/8/2020
2.34E+18,2.76E+18,9.46E+18,1.52E+19,1633591802,All I Want to Do,Sugarland,Love On the Inside,Country,"Oct 7, 2021 at 3:30:02 AM",13,1,308726,213,5/19/2008,3/8/2020
2.34E+18,2.76E+18,9.46E+18,1.52E+19,1634628604,All I Want to Do,Sugarland,Love On the Inside,Country,"Oct 19, 2021 at 3:30:03 AM",14,1,308726,213,5/19/2008,3/8/2020
2.34E+18,2.76E+18,9.46E+18,1.52E+19,1634882402,All I Want to Do,Sugarland,Love On the Inside,Country,"Oct 22, 2021 at 2:00:01 AM",15,1,308726,213,5/19/2008,3/8/2020
2.34E+18,2.76E+18,9.46E+18,1.52E+19,1636446602,All I Want to Do,Sugarland,Love On the Inside,Country,"Nov 9, 2021 at 3:30:01 AM",16,1,308726,213,5/19/2008,3/8/2020
2.34E+18,2.76E+18,9.46E+18,1.52E+19,1649748601,All I Want to Do,Sugarland,Love On the Inside,Country,"Apr 12, 2022 at 3:30:01 AM",17,1,308726,213,5/19/2008,3/8/2020
2.34E+18,2.76E+18,9.46E+18,1.52E+19,1650002404,All I Want to Do,Sugarland,Love On the Inside,Country,"Apr 15, 2022 at 2:00:04 AM",18,1,308726,213,5/19/2008,3/8/2020
4.69E+18,1.17E+19,1.59E+19,5.13E+18,1645686233,All I Wanted (feat. Mark Hoppus),Avril Lavigne,Love Sux,Alternative,"Feb 24, 2022 at 2:03:52 AM",0,0,246999,153,2/25/2022,2/25/2022
4.69E+18,1.17E+19,1.59E+19,5.13E+18,1646204402,All I Wanted (feat. Mark Hoppus),Avril Lavigne,Love Sux,Alternative,"Mar 2, 2022 at 2:00:02 AM",2,0,246999,153,2/25/2022,2/25/2022
4.69E+18,1.17E+19,1.59E+19,5.13E+18,1646296202,All I Wanted (feat. Mark Hoppus),Avril Lavigne,Love Sux,Alternative,"Mar 3, 2022 at 3:30:01 AM",3,0,246999,153,2/25/2022,2/25/2022
4.69E+18,1.17E+19,1.59E+19,5.13E+18,1646377936,All I Wanted (feat. Mark Hoppus),Avril Lavigne,Love Sux,Alternative,"Mar 4, 2022 at 2:12:16 AM",6,0,246999,153,2/25/2022,2/25/2022
4.69E+18,1.17E+19,1.59E+19,5.13E+18,1646463603,All I Wanted (feat. Mark Hoppus),Avril Lavigne,Love Sux,Alternative,"Mar 5, 2022 at 2:00:03 AM",7,0,246999,153,2/25/2022,2/25/2022
4.69E+18,1.17E+19,1.59E+19,5.13E+18,1646555407,All I Wanted (feat. Mark Hoppus),Avril Lavigne,Love Sux,Alternative,"Mar 6, 2022 at 3:30:07 AM",8,0,246999,153,2/25/2022,2/25/2022
